Var1,Freq
Rufous-bellied Swallow,23
Rain Quail,23
Bladder Wrack,23
Saimaa Seal,23
Great Frigatebird ssp ridgwayi,23
African Soft-shelled Turtle,22
Antiopella,22
Black-crowned Barwing,22
Black-crowned Tchagra ssp senegalus,22
Black-headed Sibia,22
Black-throated Munia,22
Blue-rayed limpet,22
Brazilian Guinea Pig,22
Cape Sparrow ssp melanurus,22
Colorado Spruce,22
Common Babbler,22
Common Cactus Finch,22
Common Gallinule ssp pauxilla,22
Common Linnet ssp meadewaldoi,22
Common sensitive-plant,22
Common Waxbill ssp astrild,22
Dabbling Duck unknown,22
Eastern Dotted Border ssp agathina,22
Eurasian Nuthatch ssp hispaniensis,22
Flame-throated Bulbul,22
Golden Bush Robin,22
Grey-crowned Rosy Finch,22
Javan Trogon,22
Large-billed Leaf Warbler,22
Long-snouted Lashtail,22
Longlegged Sac Spider unknown,22
Mexican Silverspot,22
Mourning Dove ssp carolinensis,22
Peruvian Pipit,22
Pygmy Bushtit,22
Red-billed Pytilia,22
Red Basker,22
Red Bush Squirrel,22
Red Muntjac group unknown,22
Red Postman,22
Red Tanager,22
Regal angelfish,22
Rufous-chested Tanager,22
Salmon-bellied Racer,22
Sand Steenbras,22
Somali Crow,22
Southern magnolia,22
Spring Garlic,22
Streaked Weaver,22
Striated Fieldwren,22
Striated Thornbill,22
Swallow-tailed Bee-eater ssp hirundineus,22
Swallow-winged Puffbird ssp tenebrosa,22
Tibetan Sandgrouse,22
Turkish Worm Lizard,22
White-bellied Blue Flycatcher,22
White-leaved bugloss,22
White-naped Tit,22
Yellow-crowned Canary,22
African Shrike-flycatcher,22
Alpine Catchfly,22
Blue-fronted Blue Flycatcher,22
Chameleon shrimp,22
Cotton-headed Tamarin,22
Dark-winged Miner,22
Few-flowered Sedge,22
Foothill Mountain Grasshopper,22
Garden Pink-sorrel,22
Hudsonian Godwit,22
Indian Crested Porcupine,22
Karoo Long-billed Lark,22
Lanceleaf tickseed,22
Macedonian Grayling,22
Orion Cecropian,22
Pipevine Swallowtail,22
Prickly snail,22
Russian Mustard,22
Slender-billed Curlew,22
Sponge seaweed,22
Summer-cypress,22
Sweet Pea,22
Wonder violet,22
African Ringlet,22
Arch-fronted Swimming Crab,22
Black Tern ssp niger,22
Broad-billed Sandpiper ssp falcinellus,22
Caucasian Crosswort,22
Cretan viper's bugloss,22
Four-banded Flower-Bee,22
Greek Goldenring,22
Honey Garlic,22
Leafy Rush,22
Mountain Reindeer,22
Oasis Bluetail,22
Small Bur-parsley,22
African Civet,22
Crested Serpent Eagle ssp burmanicus,22
Garden Chervil,22
Gould's Toucanet,22
Grey-chested Dove,22
Jentink's Squirrel,22
Ochre-fronted Antpitta,22
Octagonal-tail worm,22
Orange-breasted Trogon ssp stellae,22
Rusty Flowerpiercer,22
Spanish Gorse,22
Sumatran Frogmouth,22
Sunda Owlet ssp sylvaticum,22
Tanner's Sumach,22
White-crowned Shama ssp stricklandii,22
Annual stonecrop,22
Azure-shouldered Tanager,22
Common keyhole limpet,22
Darjeeling Woodpecker,22
European vetch,22
Hylocitrea,22
Major Mitchell's Cockatoo,22
Olive Whistler,22
Stiff Brome,22
Stinking ground-pine,22
Sweet pepper,22
Tree fringewort,22
Common Ringtail Possum,22
Cretan Festoon,22
Fiery Copper,22
Southern Lapwing ssp lampronotus,22
African Finfoot ssp senegalensis,22
Common Grass Yellow ssp solifera,22
Forty-spotted Pardalote,22
Grey-winged Trumpeter ssp crepitans,22
New Zealand Kaka ssp meridionalis,22
Small-Leaved Helleborine,22
Alumroot,22
Clover Melitta,22
Crested Francolin ssp sephaena,22
Light Crimson Underwing,22
Mazarine blue,22
Pin-head squirt,22
Southern Hermit,22
Guayaquil Squirrel,22
Sage Grouse,22
Chiming Wedgebill,22
Great Cormorant ssp hanedae,22
Northern Fantail,22
Savi's Pipistrelle,22
White-throated Shrike-Tanager,22
Attenuated Bluet,22
Clearlake Clubtail,22
Jade-striped Sylph,22
Maine Snaketail,22
Ocellated Darner,22
Superb Jewelwing,22
Tamaulipan Clubtail,22
Tasmanian Devil,22
European Pied Flycatcher ssp hypoleuca,22
Black-toothed nodding moss,22
Magpie Shrike ssp expressus,22
Namaqua Dove ssp aliena,22
Blackburnian Warbler,22
Cinereous Tinamou,22
Layard's Palm Squirrel,22
Southern Stingray,22
Vervet Monkey ssp pygerythrus,22
African Green Pigeon ssp sharpei,22
Great Crested Grebe ssp australis,22
Jungle Prinia ssp valida,22
Mountain Tailorbird ssp cinereicollis,22
"Riband Wave, non-banded form",22
White-shouldered Fairywren,22
Yellow Monkshood,22
Blue-throated Roller ssp gularis,22
Green-eyed Flower Bee,22
Eurasian Penduline Tit ssp menzbieri,22
House Sparrow ssp persicus,22
African Stonechat ssp torquatus,21
Alder stickpin lichen,21
American Tree Sparrow,21
Andrena ovatula-group,21
Bernier's Teal,21
Black-and-gold Tanager,21
Black-throated Wattle-eye,21
Black Magpie,21
Blue Rock Thrush ssp pandoo,21
Brown-cheeked Rail,21
Cape Batis ssp capensis,21
Ciliated sponge,21
Club grain-spored lichen,21
Collared Aracari ssp torquatus,21
Crested Jay,21
Dark-sided Thrush,21
Dickinson's Kestrel,21
Domesticated Pig,21
Dunn's Lark ssp dunni,21
Dusky Piha,21
Espanola Mockingbird,21
Fawn-colored Lark,21
Fiscal Flycatcher ssp silens,21
Gall Oak,21
Golden-crowned Warbler,21
Golden Henbane,21
Golden Pansy,21
Grey-faced Buzzard,21
Grey-headed Parakeet,21
Highland Darter,21
Imperial Shag ssp atriceps,21
Indian Hare,21
Indigo-capped Hummingbird,21
Kentish Plover ssp seebohmi,21
Lesser Fish Eagle,21
Little Bronze Cuckoo,21
Mangrove Robin,21
Northern Ghost Bat,21
Picui Ground Dove,21
Red-billed Quelea ssp lathamii,21
Red-tailed Ant Thrush,21
Rock Dove ssp livia,21
Ruby Darter,21
Saddleback Tamarin,21
Salt speck lichen,21
Santa Marta Antbird,21
Scaly-breasted Bulbul,21
Scarce Brindle,21
Schmidt's Red-tailed Monkey,21
Seychelles Black Parrot,21
Spotless Crake,21
Striolated Manakin ssp striolatus,21
Sunda Bush Warbler,21
Sunda Cuckooshrike ssp normani,21
Tropical Tent-web Spider,21
Turnip-tailed Gecko,21
White-rumped Shama ssp leggei,21
White-throated Toucanet ssp albivitta,21
White eclipta,21
Yellowfin Mojarra,21
Antillean Mango,21
Chameleon Prawn,21
Chinese Teaplant,21
Common Rustic,21
Crow Honeyeater,21
Freckled Nightjar,21
Great Grey Shrike ssp leucopygos,21
Love-restoring Stonecrop,21
Northern Yellow White-eye ssp senegalensis,21
Painted Turtle,21
Pink-footed Puffback,21
Red-bellied Slider,21
Skua unknown,21
Spanish Medick,21
Western St Paul's-wort,21
White-browed Scrubwren ssp frontalis,21
White-shouldered Ibis,21
Wild zinnia,21
Woodchuck,21
Asian Minor Long-tailed Tit,21
Barb goat grass,21
Black-bellied Sunbird,21
Corsican Small Tortoiseshell,21
Enlarged Bright Bush-cricket,21
Eurasian Blackcap ssp atricapilla,21
Fine-leaved Fumitory,21
Lesser Blue Skimmer,21
New Forest Burnet,21
Purple sandspurry,21
Rosy Minivet,21
Savin,21
Service-tree,21
Sohal surgeonfish,21
Unidentified Harvestman,21
Virginia knotweed,21
Aardvark,21
African Clawless Otter,21
Barnacle-eating onchidoris,21
Big-eye amphipod,21
Broad-pod vetch,21
Distinguished Jumping Spider,21
Eared Dove ssp vinaceorufa,21
Eurasian Jay ssp samios,21
Fool,21
Great Southern White,21
Hooded Berryeater,21
Hooded Warbler,21
Irish Hare,21
Laysan Albatross,21
Pink-browed Rosefinch,21
Pompano,21
Rufous-vented Niltava,21
Southern gentian,21
Transparent lamellaria,21
White-browed Nuthatch,21
Yellow-bellied Siskin,21
Yellow-browed Tit,21
Yellow-throated Fulvetta,21
Fashion commodore,21
Fiddle Dock,21
Hybrid Black-winged Stilt x Pied Avocet,21
Long-tailed Parakeet,21
Mangrove Fantail,21
Mealy plum aphid,21
Micropus,21
Mustard Beetle,21
Reed Tussock,21
Rufous-vented Tit,21
Sand Martin ssp riparia,21
Spotted toad,21
Swamp Sparrow,21
Black Mud Bee,21
Black Whip Snake,21
Common Snapping Turtle,21
Common stork's bill,21
Crested Guineafowl ssp edouardi,21
Large-toothed Lady's-mantle,21
Velvet Lady's-mantle,21
Whiskered Treeswift ssp comata,21
Alpine Thrush,21
Azure-hooded Jay,21
Philippine Cuckoo-Dove ssp borneensis,21
Rufous-fronted Bushtit,21
Urena-weed,21
Yellow-eyed Pigeon,21
Rufous Piha,21
Black-faced Laughingthrush,21
Okinawa Woodpecker,21
Yellow-tinted Honeyeater,21
Bar-winged Wren-Babbler,21
Great Blue Heron ssp occidentalis,21
Great Cormorant ssp novaehollandiae,21
Rainbow Pitta,21
Burgundy Bluet,21
Gilded River Cruiser,21
Green-faced Clubtail,21
Green-striped Darner,21
Red-flanked Duiker,21
Spotted Eagle unknown,21
Flat top shell,21
Heart Moth,21
Beautiful Firetail,21
Crested Pigeon ssp lophotes,21
Dickcissel,21
Diagonal butterflyfish,21
European Elk,21
Yellow-throated Leafbird,21
Red-headed Bullfinch,21
Black-throated Robin,21
Giant Resin Bee,21
House Sparrow ssp parkini,21
Wormwood case-bearer,21
Black Bee-eater ssp gularis,21
Giant spear-moss,21
European Green Woodpecker ssp viridis,21
Mediterranean Pine Vole,21
Agulhas Long-billed Lark,20
Banded Demoiselle (ssp. caprai),20
Black-and-white Becard,20
Black-headed Tanager,20
Black-vented Shearwater,20
Black Saw-wing ssp holomelas,20
Blackish Cinclodes,20
Blue-and-white Kingfisher,20
Botha's Lark,20
Brown-throated Barbet,20
Buff-breasted Mountain Tanager,20
Bull-headed Furrow Bee,20
Caucasian Salamander,20
Cherry-eye Sprite,20
Crested Lark ssp senegallensis,20
Cylindrical whorl snail,20
Davie's Colletes,20
Dusky Broadbill,20
Elegant Trogon,20
Empress Brilliant,20
Fairy beads,20
Golden Tanager ssp goodsoni,20
Great Curassow ssp rubra,20
Great Reed Warbler ssp arundinaceus,20
Green Wood Hoopoe ssp senegalensis,20
Grey-breasted Spiderhunter,20
Grey-headed Kingfisher ssp semicaerulea,20
Grey Crowned Crane ssp regulorum,20
Grey Tit,20
Herero Chat,20
Hume's Treecreeper,20
Indian Cuckoo,20
Japanese Thrush,20
Key Deer,20
Knysna Woodpecker,20
Larche Ringlet,20
Least Seedsnipe,20
Leopard Cat,20
Long-beaked Common Dolphin,20
Madagascar Day Gecko,20
Malagasy Green Sunbird,20
Mauritius Grey White-eye,20
Minor Shoulder-knot,20
Mocker Swallowtail,20
Mountain Wren,20
Northern Raven ssp hispanus,20
Plain Laughingthrush,20
Portuguese Heath,20
Purplish-mantled Tanager,20
Pygmy pocket moss,20
Queen's wreath,20
Red-billed Malkoha,20
Red-naped Sapsucker,20
Red-necked Falcon ssp ruficollis,20
Relict Gull,20
Rufous-fronted Prinia,20
Rust-and-yellow Tanager,20
Satin Flycatcher,20
Scarlet Dwarf,20
Slaty Egret,20
Slender-billed Barn Owl,20
Sombre Greenbul ssp importunus,20
Spot-winged Grosbeak,20
Steely-vented Hummingbird,20
Superb Parrot,20
Sykes's Lark,20
Tamarisk Peacock,20
Tennessee Warbler,20
Tiputree,20
Toothed wrack,20
Tropical Milkweed,20
Various-leaved Fescue,20
Violet-capped Woodnymph,20
Whiskered / Brandt's Bat,20
White-browed Chat-Tyrant,20
White-cheeked Pintail ssp rubrirostris,20
White-necked Laughingthrush,20
Yellow-crested Cockatoo,20
Yellowtail snapper,20
American Oystercatcher ssp galapagensis,20
Black-crowned White-eye,20
Black-faced Cuckooshrike ssp melanops,20
Black Swallowtail,20
Bronze Mannikin ssp scutata,20
Brown Gerygone ssp richmondi,20
Changeable Hawk-Eagle ssp limnaeetus,20
Channel Islands Pug,20
Cinnamon-bellied Imperial Pigeon ssp basilica,20
European alder leafminer,20
Garden midget,20
Greater Green Leafbird,20
Grey-throated Tit-Flycatcher,20
Hardy iceplant,20
Intermediate Lady's-mantle,20
Irish Spurge,20
Large Tobacco,20
Mauritius Fody,20
Meadow Lizard,20
Parrotbush,20
Peaceful Dove ssp placida,20
Plain Darter,20
Powerful Woodpecker,20
Pyrenean Saxifrage,20
Round-seeded Vetchling,20
Rufous-winged Buzzard,20
Sierra Nevadan Saddle Bush-cricket,20
Silver-berry,20
Small Spreadwing (ssp. virens),20
Solitary clematis,20
Superb Fruit Dove,20
Sweet Gale Moth,20
Thick-billed Saltator,20
Trinidad Gecko,20
White-flowered navelwort,20
White-shouldered Triller,20
Yellow-spotted Bush Sparrow,20
Anatolian Sand Plover,20
Bilberry Bumblebee,20
Buff-fronted Quail-Dove,20
Common Ringed Plover ssp hiaticula,20
Cupped Clover,20
Dusky Grouse,20
Globe artichoke,20
Graysby,20
Greater Cuckooflower,20
Hairy rove beetle,20
Kermadec Petrel,20
Little Owl ssp indigena,20
Maltese Star-thistle,20
Mountain Cinquefoil,20
Rosy Thrush-Tanager,20
Soldier Beetle,20
Stavesacre,20
Striated Grassbird ssp forbesi,20
Tree Pipit ssp trivialis,20
Wallaby spec.,20
White-stemmed Bramble,20
African Spirit,20
Alpine Accentor ssp montana,20
Alpine Lady-fern,20
Alpine St John's-wort,20
Banded carpet shell,20
Blue Whistling Thrush ssp temminckii,20
Chestnut-winged Babbler,20
Common Ground Dove ssp albivitta,20
Crescent frost lichen,20
Great Spotted Woodpecker ssp hispanus,20
Higgins' Anomalous Blue,20
Indian Nuthatch,20
Jungle Babbler ssp striata,20
Maxwell's Duiker,20
Oriental Magpie-Robin ssp saularis,20
Panamanian Flycatcher,20
Puerto Rican Tanager,20
Purple-throated Sunangel,20
Rufous-breasted Hermit,20
Rufous Flycatcher,20
Subalpine Warbler ssp inornata,20
Tawny Fish Owl,20
Woodlark ssp pallida,20
Zwick's Bright Bush-cricket,20
Alyssum,20
Cape Petrel ssp australe,20
Egyptian Cotton Leafworm,20
Greater Antillean Carpenter Bee,20
Himalayan Tahr,20
Indian Roller ssp benghalensis,20
Kandt's Waxbill,20
Pampas Deer,20
Pygmy pink,20
Swamp sedge,20
Tawny-throated Dotterel,20
Truncate donax,20
Unidentified Yellowjacket,20
Waxy Lady's-mantle,20
Bay-headed Tanager ssp nupera,20
Bilberry Mining Bee,20
Blind awlsnail,20
Fire-tailed Sunbird,20
Natal pansy,20
Red-staining Inocybe,20
Striped Skink,20
White-crested Turaco,20
Yellow Bunting,20
Amazon Darner,20
Dwarf poppy,20
Grey-sided Thrush,20
Hairy Indian mallow,20
Linden midget,20
Northern parula,20
Orthemis spec Aruba,20
Rajah Brook's Birdwing,20
Seaside yam,20
Black-headed Mining Bee,20
Blackside hawkfish,20
Karinthian Mountain Grasshopper,20
Anguilla Bank Anole,20
Cloudless Sulphur,20
Mikado Pheasant,20
Philippine Cuckoo-Dove,20
Scarlet Finch,20
Yellow-throated warbler,20
Arizona Gray Squirrel,20
Crimson Chat,20
Emperor angelfish,20
Gran Canaria Skink,20
Guianan Weeper Capuchin,20
Metallic Pennant,20
Silver-crowned Friarbird,20
White-faced scops owl,20
Amethyst Dancer,20
Ringed Forceptail,20
Shiny-vented Sharp-tail Bee,20
Straw-colored Sylph,20
Ethiopian Highland Bushbuck,20
Gilbert's Whistler,20
Baltic Grayling,20
African Dwarf Kingfisher,20
Yellowtail tang,20
Rufous-throated Wren-Babbler,20
Steenbok ssp campestris,20
Austrian Leopard's-bane,20
Barred Cuckoo-Dove ssp unchall,20
Common Ground Dove ssp griseola,20
Kelp Goose ssp hybrida,20
Painted ray,20
White-collared Jay,20
White-throated Crake,20
Woodland blue worm,20
House Wren ssp clarus,20
Long-bracted orchid,20
Sao Tome Oriole,20
Southern Lapwing ssp fretensis,20
Spanish Keeled Lizard,20
American Elk ssp canadensis,20
Eritrean butterflyfish,20
Fiery Clearwing,20
Suriname Toad,20
Flax Dodder,20
Long-tailed Widowbird ssp progne,20
Golden-fronted Leafbird ssp insularis,20
White-throated Seedeater,20
Key West Quail-Dove,20
White-eared Barbet ssp leucotis,20
Spike-heeled Lark ssp garrula,20
Rufous-fronted Wood Quail ssp parambae,20
Wireweed,20
Flame-fronted Barbet ssp armillaris,20
Skopster,20
American Kestrel ssp brevipennis,19
Australian Swiftlet,19
Banded Bay Cuckoo ssp sonneratii,19
Black-and-buff Woodpecker,19
Black-faced Munia,19
Brown Vinesnake,19
Cape White-eye ssp virens,19
Chowchilla,19
Cinereous Becard,19
Crow-billed Drongo,19
Dalat Shrike-babbler,19
Dark-fronted Babbler ssp nigrifrons,19
Dusky Crag Martin,19
Dusky Crimsonwing,19
Eungella Honeyeater,19
European Greenfinch ssp chloris,19
Fish louse,19
Fluffy-backed Tit-Babbler,19
Four-lined Ameiva,19
Glaucous glasswort,19
Gold-of-pleasure,19
Golden Arab,19
Grass Wren,19
Greater Sand Plover ssp leschenaultii,19
Grey-cheeked Warbler,19
Grey Sunbird,19
Hildebrandt's Spurfowl,19
Hoary-throated Barwing,19
Hooded Robin,19
House Wren ssp intermedius,19
Humble Anole,19
Hunter's Sunbird,19
"Irish moss, carragheen",19
Lemon sole,19
Little Cuckoo-Dove ssp nana,19
Little Swift ssp galilejensis,19
New Zealand Willowherb,19
Northern Raven ssp laurencei,19
Oasis Hummingbird,19
Orange-fronted Barbet,19
Patagonian Cavy,19
Porbeagle,19
Purple-throated Woodstar,19
Red-backed Kingfisher,19
Red-headed Trogon ssp annamensis,19
Rock Bunting ssp hordei,19
Ruby-throated Bulbul,19
Samango Monkey,19
Sand Monitor,19
Seychelles Fody,19
Short-toed Treecreeper ssp megarhynchos,19
Sickle-bearing Leaf Katydid,19
Slit limpet,19
Smoky bean cupid,19
South African Bowsprit Tortoise,19
Spectacled Warbler ssp conspicillata,19
Spiny cockle,19
Square-tailed Drongo-Cuckoo ssp brachyurus,19
Uinta Chipmunk,19
Variegated Squirrel ssp dorsalis,19
White-bridled Finch ssp melanodera,19
White-browed Robin-Chat ssp heuglini,19
Woodland Kingfisher ssp cyanoleuca,19
Zapata Sparrow,19
Zitting Cisticola ssp omalurus,19
Baltic sea â€œcentipedeâ€,19
Black Alpine-sedge,19
Black Guillemot ssp islandicus,19
Black Mulberry,19
Boehm's Bush Squirrel,19
Broad-leaved Cockspur-thorn,19
Candelabra aloe,19
Cape-pondweed,19
Caspian Mud Shrimp,19
Dwarf notchwort,19
Eurasian Treecreeper ssp corsa,19
Golden Bowerbird,19
Hairy-fruited Broom,19
Indian-rhubarb,19
Intermediate Wintergreen,19
Juno Silverspot,19
Katsura tree,19
Lapidary snail,19
Lapland wood betony,19
Long-tailed Shrike ssp schach,19
Merlin ssp subaesalon,19
Mud snail,19
Nodding Lady's-tresses,19
Oxford Rampion,19
Purple dye murex,19
Rufous-collared Sparrow ssp insularis,19
Shadow dot lichen,19
Silver Lime,19
Tomatillo,19
Western Osprey ssp ridgwayi,19
White-mantled Barbet,19
Yellow-sided Flowerpecker,19
Yucatan Squirrel,19
Black and Rufous Elephant Shrew,19
Crested Lark ssp zion,19
Disk Cress,19
Dyer's Alkanet,19
Herald Petrel,19
Middle Spotted Woodpecker ssp medius,19
Mountain Alison,19
Narrow-leaved Cudweed,19
Northern Fulmar ssp glacialis,19
Poison-sumach,19
Pyrenean Valerian,19
Red-footed Booby ssp rubripes,19
Slender Tare,19
Taita Fiscal,19
Virginia Opossum,19
Warbling White-eye ssp japonicus,19
White-tailed Ptarmigan,19
Yellow-crowned Tyrannulet,19
Creamy-tailed Dusky Langur,19
Dark-throated Oriole,19
Elegant Clubskimmer,19
Eurasian Curlew ssp orientalis,19
Gavarnie Blue,19
Green-backed Tit ssp monticolus,19
Harris's Sparrow,19
Ixanthus,19
Jerdon's Minivet,19
Lytta spanishfly,19
Red-billed Blue Magpie ssp occipitalis,19
Rufous-crowned Babbler ssp saba,19
White-nosed Coati ssp narica,19
Asian buttercup,19
Common Leopard,19
Elban Heath,19
Grey-cheeked Thrush,19
Grey Treepie ssp formosae,19
Greylag Goose ssp rubrirostris,19
Lesser Horseshoe Vetch,19
Magenta-throated Woodstar,19
Milbert's Tortoiseshell,19
Minor jackknife clam,19
Plumbeous Sierra Finch ssp geospizopsis,19
Southern Rockhopper Penguin,19
Thick-billed Fox Sparrow,19
White-tipped Dove ssp verreauxi,19
Yellow-crowned Bishop ssp taha,19
Angola White-lady Swordtail,19
Common Green Magpie ssp robinsoni,19
Guadarrama Wall Lizard ssp lusitanicus,19
Megachilidae unknown,19
Starry Lady's-mantle,19
Bar-tailed Treecreeper,19
Northern Black Flycatcher ssp edolioides,19
Peacock Pansy,19
Red-chested Swallow ssp lucida,19
Seagrape,19
Tansey-leaved Rocket,19
Beautiful Jay,19
Bronze-tailed Plumeleteer,19
Chestnut-vented Conebill,19
Great Blue Heron ssp herodias,19
Large Salmon Arab,19
Mexican Scarlet-tail,19
Rock Parrot,19
Caribbean Duskhawker,19
Great Sapphirewing,19
Mediterranean Stork's-bill,19
Rigid medick,19
Sailfin surgeonfish,19
Yucatan Vireo,19
Arrow Clubtail,19
Brook Snaketail,19
Fiery-eyed Dancer,19
Fine-lined Emerald,19
Little Lorikeet,19
Riffle Snaketail,19
Selys' Sundragon,19
Turquoise-tipped Darner,19
Croaking Cisticola,19
Jersey Lily,19
Mountain Thornbill,19
Rufous-breasted Antthrush,19
Bluecheek butterflyfish,19
Sunda Bulbul ssp sumatranus,19
Whitetail dascyllus,19
Scentless False Mayweed (inodorum),19
Short-winged Cisticola,19
Indian Paradise Flycatcher ssp paradisi,19
Lesser Striped Swallow ssp unitatis,19
Painted Tiger Parrot ssp lorentzi,19
Brown-capped Babbler ssp fuscocapillus,19
Corallina Firetail,19
Greater Hoopoe-Lark ssp doriae,19
Principe Sunbird,19
Sao Tome Ibis,19
East African Eland,19
Giant Snipe,19
Sopramonte Cave Salamander,19
Wide-leaved Lady's-tresses,19
Blue-breasted Kingfisher ssp dryas,19
Black-headed Oriole ssp rolleti,19
Red-capped Lark ssp cinerea,19
Dead Sea Sparrow ssp moabiticus,19
Dark-eyed Junco ssp thurberi,19
Alpine Saw-wort,18
American Cockroach,18
Arabian Partridge ssp guichardi,18
Australian Pratincole,18
Azure Kingfisher ssp azureus,18
Bahama Mockingbird,18
Banded Kestrel,18
Black-headed Squirrel Monkey,18
Black Eagle ssp perniger,18
Blue-rumped Pitta,18
Brown-eared Bulbul ssp amaurotis,18
Brown-winged Kingfisher,18
Bulgarian Emerald,18
Catocala electaRosy underwing,18
Collared Laughingthrush,18
"Corkwing, corkwing wrasse",18
Danube sturgeon,18
Dusky Myzomela ssp harterti,18
Flame-colored Tanager ssp citrea,18
Gaudy commodore,18
Glaucous Muslin,18
Gorgeous Bushshrike,18
Great Dusky Swift,18
Great Grebe ssp major,18
Green Avadavat,18
Green Peafowl ssp imperator,18
Grey-and-buff Woodpecker,18
Hair-pointed grimmia,18
Hybrid American Coot x Caribbean Coot,18
Hybrid Greater White-fronted Goose x Unknown Bean Goose,18
Indian Black-lored Tit,18
Indian Scimitar Babbler,18
Japanese Waxwing,18
Lazuline Sabrewing,18
Levaillant's Cisticola ssp tinniens,18
Long-billed Thrush,18
Marsh Skimmer,18
Masked Woodswallow,18
Mauritius Bulbul,18
Nicholl's Ringlet,18
Nilgiri Flowerpecker,18
Orangespotted filefish,18
Pale Swallowtail,18
Red-winged Pytilia,18
Red monkswort,18
Rufous-bellied Triller,18
Rufous-necked Hornbill,18
Rufous-tailed Palm Thrush,18
Sea oak,18
Seedcorn maggot,18
Silvereye ssp lateralis,18
Small dog whelk,18
Somali Bee-eater,18
Southern Saw-tailed Bush-cricket,18
Spanish Painted Frog,18
Spectacled Tetraka,18
Spotted Eagle-Owl ssp milesi,18
Spotted Kestrel,18
Thick-billed Flowerpecker,18
Violet Cuckoo,18
Water earwort,18
West Indian Manatee,18
Western Gerygone,18
White-throated Toucanet ssp lautus,18
White-tufted Sunbeam,18
Wrinkled rock borer,18
Yellow-rumped Honeyguide,18
American Blue-eyed-grass,18
Arctic Tern / Common Tern,18
Ayres's Hawk-Eagle,18
Balkan Water Frog,18
Balloon-flower,18
Beech slender,18
Black-necked Stork ssp australis,18
Bobcat,18
Crimson-breasted Woodpecker,18
Dorset Heath,18
Eurasian Nuthatch ssp clara,18
Garden Dart,18
Great Lobelia,18
Greater Calamint,18
Grey Butcherbird ssp torquatus,18
Helmeted Guineafowl ssp reichenowi,18
Hooded Treepie,18
Hydroid,18
Keelworm,18
Large-flowered Vetch,18
Lesser Bullwort,18
Noble pen shell,18
Ornate Hawk-Eagle,18
Red-faced Liocichla,18
Red-rumped Parrot ssp haematonotus,18
Red Bartsia Bee,18
Roosevelt Elk,18
Saffron Toucanet,18
Sea Carrot,18
Squirrel unknown,18
Watercress-leaved Rocket,18
White-browed Robin,18
Algerian Fan-fingered Gecko,18
Antipodean Albatross,18
Balkan Green-veined White,18
Blackbelly toad,18
Chrysis ignita-group,18
Common Linnet ssp bella,18
Common Tailorbird ssp sutorius,18
Crocea iceplant,18
Daurian Redstart ssp auroreus,18
European Giant Steppe Grasshopper,18
Greater horn wrack,18
Grey-lined Hawk ssp blakei,18
Hairy Yellow-face Bee,18
Jumping Spider unknown,18
Krauss's bush-cricket,18
Mallorcan Midwife Toad,18
Spring Squill,18
Threadfin butterflyfish,18
Toothless column,18
Two-tailed Tiger Swallowtail (Xochiquetzal),18
Bat Hawk ssp alcinus,18
Bearded Saki,18
Black-girdled Barbet,18
Black-headed Bulbul ssp atriceps,18
Common Bluetongue,18
Curl-crested Aracari,18
Downy Currant,18
Falkland Brown Skua,18
Noble Crayfish,18
Olive-backed Quail-Dove,18
Parrotfish,18
Red-vented Bulbul ssp intermedius,18
Rufous Sibia ssp nigriceps,18
Scopolia,18
Streaked Scrub Warbler ssp saharae,18
Taiwan Fulvetta,18
Tufted bryum,18
Umbrella plant,18
White-faced Nunbird,18
Wide-eyed flounder,18
Alpine Chough ssp forsythi,18
Alpine woodrush,18
Black-goggled Tanager,18
Canada Warbler,18
Elegant Acraea,18
False Dittany,18
Glaucous Gull ssp leuceretes,18
Golden-whiskered Barbet,18
Inland Thornbill,18
Johnstone's Whistling Frog,18
Northern Bobwhite,18
Perfoliate Alexanders subsp. rotundifolium,18
Southern Martin,18
Spectacled Flying Fox,18
Spotted Nutcracker ssp owstoni,18
Spotted Scrubwren,18
Square-jawed Sharp-tail Bee,18
Reunion Stonechat,18
Spanish Moon Moth,18
Star leafy moss,18
Variegated grasshopper,18
African Golden Oriole ssp auratus,18
Annular seabream,18
BÃ¶hm's Bee-eater,18
Budak's Snake-eyed Skink,18
Common joker,18
Darker Commodore,18
European flying squid,18
Gorse case-bearer,18
Marbled Wood Quail,18
Theona Checkerspot,18
Peppertree,18
Plumbeous Seedeater,18
Single-flowered Scorpiurus,18
Turn-sole,18
Zapater's Ringlet,18
Evening Grosbeak,18
Fork-jawed Nomad Bee,18
Appalachian Jewelwing,18
Boreal Whiteface,18
Coral-fronted Threadtail,18
Ivory-striped Sylph,18
White-backed Swallow,18
Chirruping Wedgebill,18
Crested Becard,18
Purple-crowned Fairy,18
Alfalfa Weevil,18
Hybrid Barnacle Goose x Hawaiian Goose,18
Least Yellow-sorrel,18
Abyssinian White-eye ssp arabs,18
Bearded Reedling ssp biarmicus,18
Blue-breasted Kingfisher ssp forbesi,18
Cyclamen-flowered Daffodil,18
Sludge worm,18
Sri Lanka Frogmouth ssp moniliger,18
Betic Midwife Toad,18
Black-backed Puffback ssp hamatus,18
Black-throated Bushtit ssp concinnus,18
Black margate,18
Brown-throated Sunbird ssp bornensis,18
Ceylon Pit Viper,18
Lelwel Hartebeest,18
Northern Cassowary,18
Red-vented Barbet,18
Walnut husk fly,18
Eastern Leopard's-bane,18
